<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,17/12/18,11:59,111830.0000000,111850.0000000,111800.0000000,111840.0000000,810
SPFB.RTS-12.18,1,17/12/18,12:00,111840.0000000,111850.0000000,111770.0000000,111790.0000000,1076
SPFB.RTS-12.18,1,17/12/18,12:01,111800.0000000,111850.0000000,111770.0000000,111790.0000000,2415
SPFB.RTS-12.18,1,17/12/18,12:02,111780.0000000,111800.0000000,111760.0000000,111770.0000000,911
SPFB.RTS-12.18,1,17/12/18,12:03,111770.0000000,111790.0000000,111750.0000000,111770.0000000,818
SPFB.RTS-12.18,1,17/12/18,12:04,111780.0000000,111790.0000000,111760.0000000,111780.0000000,291
SPFB.RTS-12.18,1,17/12/18,12:05,111770.0000000,111850.0000000,111760.0000000,111820.0000000,701
SPFB.RTS-12.18,1,17/12/18,12:06,111830.0000000,111830.0000000,111730.0000000,111770.0000000,771
SPFB.RTS-12.18,1,17/12/18,12:07,111770.0000000,111860.0000000,111770.0000000,111840.0000000,963
SPFB.RTS-12.18,1,17/12/18,12:08,111830.0000000,111830.0000000,111770.0000000,111790.0000000,736
SPFB.RTS-12.18,1,17/12/18,12:09,111790.0000000,111830.0000000,111780.0000000,111790.0000000,294
SPFB.RTS-12.18,1,17/12/18,12:10,111800.0000000,111830.0000000,111780.0000000,111800.0000000,282
SPFB.RTS-12.18,1,17/12/18,12:11,111810.0000000,111830.0000000,111790.0000000,111790.0000000,461
SPFB.RTS-12.18,1,17/12/18,12:12,111790.0000000,111790.0000000,111750.0000000,111790.0000000,275
SPFB.RTS-12.18,1,17/12/18,12:13,111780.0000000,111840.0000000,111780.0000000,111840.0000000,231
SPFB.RTS-12.18,1,17/12/18,12:14,111840.0000000,111860.0000000,111780.0000000,111820.0000000,398
SPFB.RTS-12.18,1,17/12/18,12:15,111810.0000000,111820.0000000,111780.0000000,111780.0000000,303
SPFB.RTS-12.18,1,17/12/18,12:16,111790.0000000,111830.0000000,111780.0000000,111820.0000000,248
SPFB.RTS-12.18,1,17/12/18,12:17,111820.0000000,111860.0000000,111820.0000000,111860.0000000,290
SPFB.RTS-12.18,1,17/12/18,12:18,111860.0000000,111940.0000000,111850.0000000,111900.0000000,2068
SPFB.RTS-12.18,1,17/12/18,12:19,111900.0000000,111910.0000000,111850.0000000,111850.0000000,532
SPFB.RTS-12.18,1,17/12/18,12:20,111850.0000000,111920.0000000,111850.0000000,111870.0000000,1211
SPFB.RTS-12.18,1,17/12/18,12:21,111880.0000000,111900.0000000,111830.0000000,111840.0000000,529
SPFB.RTS-12.18,1,17/12/18,12:22,111840.0000000,111870.0000000,111830.0000000,111840.0000000,226
SPFB.RTS-12.18,1,17/12/18,12:23,111830.0000000,111850.0000000,111820.0000000,111820.0000000,342
SPFB.RTS-12.18,1,17/12/18,12:24,111820.0000000,111840.0000000,111780.0000000,111780.0000000,603
SPFB.RTS-12.18,1,17/12/18,12:25,111790.0000000,111830.0000000,111770.0000000,111820.0000000,559
SPFB.RTS-12.18,1,17/12/18,12:26,111830.0000000,111850.0000000,111800.0000000,111820.0000000,437
SPFB.RTS-12.18,1,17/12/18,12:27,111810.0000000,111810.0000000,111760.0000000,111800.0000000,452
SPFB.RTS-12.18,1,17/12/18,12:28,111790.0000000,111810.0000000,111770.0000000,111780.0000000,209
SPFB.RTS-12.18,1,17/12/18,12:29,111780.0000000,111820.0000000,111770.0000000,111810.0000000,341
SPFB.RTS-12.18,1,17/12/18,12:30,111810.0000000,111840.0000000,111780.0000000,111820.0000000,431
SPFB.RTS-12.18,1,17/12/18,12:31,111820.0000000,111900.0000000,111810.0000000,111880.0000000,628
SPFB.RTS-12.18,1,17/12/18,12:32,111890.0000000,111920.0000000,111860.0000000,111860.0000000,476
SPFB.RTS-12.18,1,17/12/18,12:33,111860.0000000,111910.0000000,111840.0000000,111870.0000000,345
SPFB.RTS-12.18,1,17/12/18,12:34,111870.0000000,111870.0000000,111800.0000000,111850.0000000,452
SPFB.RTS-12.18,1,17/12/18,12:35,111850.0000000,111860.0000000,111820.0000000,111830.0000000,127
SPFB.RTS-12.18,1,17/12/18,12:36,111840.0000000,111870.0000000,111840.0000000,111860.0000000,181
SPFB.RTS-12.18,1,17/12/18,12:37,111860.0000000,111920.0000000,111850.0000000,111870.0000000,817
SPFB.RTS-12.18,1,17/12/18,12:38,111870.0000000,111880.0000000,111810.0000000,111830.0000000,331
SPFB.RTS-12.18,1,17/12/18,12:39,111830.0000000,111840.0000000,111790.0000000,111820.0000000,281
SPFB.RTS-12.18,1,17/12/18,12:40,111820.0000000,111830.0000000,111780.0000000,111800.0000000,474
SPFB.RTS-12.18,1,17/12/18,12:41,111820.0000000,111830.0000000,111790.0000000,111790.0000000,196
SPFB.RTS-12.18,1,17/12/18,12:42,111800.0000000,111800.0000000,111790.0000000,111800.0000000,178
SPFB.RTS-12.18,1,17/12/18,12:43,111790.0000000,111840.0000000,111780.0000000,111820.0000000,294
SPFB.RTS-12.18,1,17/12/18,12:44,111820.0000000,111830.0000000,111780.0000000,111790.0000000,237
SPFB.RTS-12.18,1,17/12/18,12:45,111800.0000000,111810.0000000,111770.0000000,111780.0000000,225
SPFB.RTS-12.18,1,17/12/18,12:46,111780.0000000,111830.0000000,111770.0000000,111810.0000000,499
SPFB.RTS-12.18,1,17/12/18,12:47,111810.0000000,111850.0000000,111810.0000000,111830.0000000,81
SPFB.RTS-12.18,1,17/12/18,12:48,111820.0000000,111840.0000000,111780.0000000,111840.0000000,422
SPFB.RTS-12.18,1,17/12/18,12:49,111830.0000000,111840.0000000,111810.0000000,111830.0000000,244
SPFB.RTS-12.18,1,17/12/18,12:50,111840.0000000,111850.0000000,111810.0000000,111840.0000000,168
SPFB.RTS-12.18,1,17/12/18,12:51,111840.0000000,111870.0000000,111820.0000000,111860.0000000,255
SPFB.RTS-12.18,1,17/12/18,12:52,111860.0000000,111900.0000000,111830.0000000,111830.0000000,599
SPFB.RTS-12.18,1,17/12/18,12:53,111820.0000000,111840.0000000,111800.0000000,111840.0000000,261
SPFB.RTS-12.18,1,17/12/18,12:54,111830.0000000,111830.0000000,111810.0000000,111820.0000000,47
SPFB.RTS-12.18,1,17/12/18,12:55,111810.0000000,111830.0000000,111810.0000000,111810.0000000,74
SPFB.RTS-12.18,1,17/12/18,12:56,111820.0000000,111830.0000000,111820.0000000,111820.0000000,63
SPFB.RTS-12.18,1,17/12/18,12:57,111820.0000000,111820.0000000,111780.0000000,111780.0000000,261
SPFB.RTS-12.18,1,17/12/18,12:58,111790.0000000,111790.0000000,111770.0000000,111780.0000000,111
SPFB.RTS-12.18,1,17/12/18,12:59,111790.0000000,111800.0000000,111760.0000000,111770.0000000,221
SPFB.RTS-12.18,1,17/12/18,13:00,111770.0000000,111820.0000000,111770.0000000,111800.0000000,483
SPFB.RTS-12.18,1,17/12/18,13:01,111810.0000000,111850.0000000,111790.0000000,111850.0000000,734
SPFB.RTS-12.18,1,17/12/18,13:02,111860.0000000,111900.0000000,111830.0000000,111880.0000000,725
SPFB.RTS-12.18,1,17/12/18,13:03,111890.0000000,112100.0000000,111890.0000000,112090.0000000,3947
SPFB.RTS-12.18,1,17/12/18,13:04,112090.0000000,112140.0000000,112020.0000000,112060.0000000,1943
SPFB.RTS-12.18,1,17/12/18,13:05,112060.0000000,112090.0000000,112030.0000000,112050.0000000,674
SPFB.RTS-12.18,1,17/12/18,13:06,112050.0000000,112100.0000000,112050.0000000,112080.0000000,459
SPFB.RTS-12.18,1,17/12/18,13:07,112090.0000000,112130.0000000,112060.0000000,112070.0000000,469
SPFB.RTS-12.18,1,17/12/18,13:08,112090.0000000,112130.0000000,112070.0000000,112120.0000000,399
SPFB.RTS-12.18,1,17/12/18,13:09,112110.0000000,112130.0000000,112060.0000000,112070.0000000,502
SPFB.RTS-12.18,1,17/12/18,13:10,112090.0000000,112100.0000000,112070.0000000,112070.0000000,204
SPFB.RTS-12.18,1,17/12/18,13:11,112080.0000000,112110.0000000,112070.0000000,112090.0000000,339
SPFB.RTS-12.18,1,17/12/18,13:12,112090.0000000,112100.0000000,112070.0000000,112080.0000000,185
SPFB.RTS-12.18,1,17/12/18,13:13,112070.0000000,112110.0000000,112060.0000000,112070.0000000,340
SPFB.RTS-12.18,1,17/12/18,13:14,112070.0000000,112080.0000000,112050.0000000,112060.0000000,196
SPFB.RTS-12.18,1,17/12/18,13:15,112060.0000000,112070.0000000,112040.0000000,112050.0000000,533
SPFB.RTS-12.18,1,17/12/18,13:16,112050.0000000,112110.0000000,112030.0000000,112080.0000000,446
SPFB.RTS-12.18,1,17/12/18,13:17,112060.0000000,112060.0000000,112040.0000000,112050.0000000,181
SPFB.RTS-12.18,1,17/12/18,13:18,112050.0000000,112100.0000000,112030.0000000,112100.0000000,212
SPFB.RTS-12.18,1,17/12/18,13:19,112090.0000000,112120.0000000,112060.0000000,112060.0000000,446
SPFB.RTS-12.18,1,17/12/18,13:20,112060.0000000,112110.0000000,112030.0000000,112110.0000000,747
SPFB.RTS-12.18,1,17/12/18,13:21,112100.0000000,112210.0000000,112100.0000000,112180.0000000,2343
SPFB.RTS-12.18,1,17/12/18,13:22,112180.0000000,112180.0000000,112110.0000000,112130.0000000,711
SPFB.RTS-12.18,1,17/12/18,13:23,112140.0000000,112140.0000000,112100.0000000,112100.0000000,337
SPFB.RTS-12.18,1,17/12/18,13:24,112100.0000000,112130.0000000,112100.0000000,112100.0000000,233
SPFB.RTS-12.18,1,17/12/18,13:25,112120.0000000,112180.0000000,112100.0000000,112150.0000000,355
SPFB.RTS-12.18,1,17/12/18,13:26,112160.0000000,112220.0000000,112160.0000000,112190.0000000,881
SPFB.RTS-12.18,1,17/12/18,13:27,112170.0000000,112180.0000000,112140.0000000,112150.0000000,370
SPFB.RTS-12.18,1,17/12/18,13:28,112170.0000000,112180.0000000,112120.0000000,112160.0000000,625
SPFB.RTS-12.18,1,17/12/18,13:29,112150.0000000,112270.0000000,112150.0000000,112250.0000000,1265
SPFB.RTS-12.18,1,17/12/18,13:30,112250.0000000,112260.0000000,112190.0000000,112190.0000000,1070
SPFB.RTS-12.18,1,17/12/18,13:31,112200.0000000,112260.0000000,112180.0000000,112200.0000000,726
SPFB.RTS-12.18,1,17/12/18,13:32,112190.0000000,112220.0000000,112170.0000000,112200.0000000,441
SPFB.RTS-12.18,1,17/12/18,13:33,112200.0000000,112200.0000000,112170.0000000,112170.0000000,126
SPFB.RTS-12.18,1,17/12/18,13:34,112170.0000000,112190.0000000,112160.0000000,112160.0000000,236
SPFB.RTS-12.18,1,17/12/18,13:35,112160.0000000,112160.0000000,112090.0000000,112100.0000000,954
SPFB.RTS-12.18,1,17/12/18,13:36,112110.0000000,112140.0000000,112100.0000000,112100.0000000,327
SPFB.RTS-12.18,1,17/12/18,13:37,112110.0000000,112140.0000000,112100.0000000,112120.0000000,114
SPFB.RTS-12.18,1,17/12/18,13:38,112110.0000000,112150.0000000,112110.0000000,112120.0000000,355
SPFB.RTS-12.18,1,17/12/18,13:39,112120.0000000,112150.0000000,112110.0000000,112140.0000000,650
SPFB.RTS-12.18,1,17/12/18,13:40,112150.0000000,112150.0000000,112110.0000000,112130.0000000,166
SPFB.RTS-12.18,1,17/12/18,13:41,112130.0000000,112140.0000000,112110.0000000,112120.0000000,178
SPFB.RTS-12.18,1,17/12/18,13:42,112110.0000000,112130.0000000,112090.0000000,112110.0000000,325
SPFB.RTS-12.18,1,17/12/18,13:43,112110.0000000,112170.0000000,112110.0000000,112160.0000000,570
SPFB.RTS-12.18,1,17/12/18,13:44,112150.0000000,112190.0000000,112140.0000000,112150.0000000,379
SPFB.RTS-12.18,1,17/12/18,13:45,112150.0000000,112170.0000000,112150.0000000,112160.0000000,164
SPFB.RTS-12.18,1,17/12/18,13:46,112160.0000000,112180.0000000,112130.0000000,112140.0000000,357
SPFB.RTS-12.18,1,17/12/18,13:47,112140.0000000,112190.0000000,112140.0000000,112160.0000000,252
SPFB.RTS-12.18,1,17/12/18,13:48,112150.0000000,112160.0000000,112120.0000000,112120.0000000,393
SPFB.RTS-12.18,1,17/12/18,13:49,112130.0000000,112150.0000000,112120.0000000,112150.0000000,247
SPFB.RTS-12.18,1,17/12/18,13:50,112140.0000000,112160.0000000,112120.0000000,112130.0000000,209
SPFB.RTS-12.18,1,17/12/18,13:51,112130.0000000,112130.0000000,112090.0000000,112100.0000000,473
SPFB.RTS-12.18,1,17/12/18,13:52,112100.0000000,112120.0000000,112090.0000000,112120.0000000,198
SPFB.RTS-12.18,1,17/12/18,13:53,112120.0000000,112140.0000000,112090.0000000,112110.0000000,314
SPFB.RTS-12.18,1,17/12/18,13:54,112110.0000000,112150.0000000,112110.0000000,112130.0000000,293
SPFB.RTS-12.18,1,17/12/18,13:55,112130.0000000,112140.0000000,112110.0000000,112110.0000000,864
SPFB.RTS-12.18,1,17/12/18,13:56,112120.0000000,112130.0000000,112100.0000000,112120.0000000,310
SPFB.RTS-12.18,1,17/12/18,13:57,112120.0000000,112130.0000000,112100.0000000,112110.0000000,298
SPFB.RTS-12.18,1,17/12/18,13:58,112100.0000000,112130.0000000,112100.0000000,112120.0000000,171
SPFB.RTS-12.18,1,17/12/18,13:59,112120.0000000,112150.0000000,112120.0000000,112130.0000000,589
SPFB.RTS-12.18,1,17/12/18,14:00,112140.0000000,112170.0000000,112130.0000000,112150.0000000,385
SPFB.RTS-12.18,1,17/12/18,14:06,112150.0000000,112160.0000000,112060.0000000,112100.0000000,820
SPFB.RTS-12.18,1,17/12/18,14:07,112110.0000000,112120.0000000,112090.0000000,112100.0000000,246
SPFB.RTS-12.18,1,17/12/18,14:08,112090.0000000,112100.0000000,112070.0000000,112090.0000000,491
SPFB.RTS-12.18,1,17/12/18,14:09,112080.0000000,112120.0000000,112080.0000000,112080.0000000,383
SPFB.RTS-12.18,1,17/12/18,14:10,112080.0000000,112120.0000000,112080.0000000,112110.0000000,270
SPFB.RTS-12.18,1,17/12/18,14:11,112110.0000000,112150.0000000,112080.0000000,112090.0000000,522
SPFB.RTS-12.18,1,17/12/18,14:12,112100.0000000,112130.0000000,112070.0000000,112120.0000000,291
SPFB.RTS-12.18,1,17/12/18,14:13,112120.0000000,112120.0000000,112090.0000000,112110.0000000,87
SPFB.RTS-12.18,1,17/12/18,14:14,112110.0000000,112120.0000000,112100.0000000,112110.0000000,67
SPFB.RTS-12.18,1,17/12/18,14:15,112110.0000000,112110.0000000,112020.0000000,112040.0000000,1124
SPFB.RTS-12.18,1,17/12/18,14:16,112060.0000000,112060.0000000,112020.0000000,112050.0000000,346
SPFB.RTS-12.18,1,17/12/18,14:17,112050.0000000,112070.0000000,112040.0000000,112070.0000000,196
SPFB.RTS-12.18,1,17/12/18,14:18,112060.0000000,112060.0000000,112030.0000000,112040.0000000,185
SPFB.RTS-12.18,1,17/12/18,14:19,112050.0000000,112050.0000000,112020.0000000,112020.0000000,169
SPFB.RTS-12.18,1,17/12/18,14:20,112030.0000000,112040.0000000,112010.0000000,112020.0000000,216
SPFB.RTS-12.18,1,17/12/18,14:21,112020.0000000,112070.0000000,112010.0000000,112060.0000000,370
SPFB.RTS-12.18,1,17/12/18,14:22,112060.0000000,112060.0000000,112020.0000000,112060.0000000,472
SPFB.RTS-12.18,1,17/12/18,14:23,112060.0000000,112070.0000000,112040.0000000,112050.0000000,156
SPFB.RTS-12.18,1,17/12/18,14:24,112040.0000000,112080.0000000,112040.0000000,112080.0000000,189
SPFB.RTS-12.18,1,17/12/18,14:25,112080.0000000,112100.0000000,112060.0000000,112060.0000000,161
SPFB.RTS-12.18,1,17/12/18,14:26,112050.0000000,112080.0000000,112050.0000000,112060.0000000,149
SPFB.RTS-12.18,1,17/12/18,14:27,112050.0000000,112070.0000000,112020.0000000,112030.0000000,194
SPFB.RTS-12.18,1,17/12/18,14:28,112030.0000000,112040.0000000,111940.0000000,111960.0000000,1077
SPFB.RTS-12.18,1,17/12/18,14:29,111960.0000000,111990.0000000,111940.0000000,111980.0000000,309
SPFB.RTS-12.18,1,17/12/18,14:30,111970.0000000,112000.0000000,111970.0000000,111990.0000000,217
SPFB.RTS-12.18,1,17/12/18,14:31,111990.0000000,112010.0000000,111980.0000000,111990.0000000,374
SPFB.RTS-12.18,1,17/12/18,14:32,112000.0000000,112030.0000000,111980.0000000,112020.0000000,283
SPFB.RTS-12.18,1,17/12/18,14:33,112010.0000000,112010.0000000,111980.0000000,111980.0000000,287
SPFB.RTS-12.18,1,17/12/18,14:34,111980.0000000,111990.0000000,111950.0000000,111960.0000000,380
SPFB.RTS-12.18,1,17/12/18,14:35,111960.0000000,111960.0000000,111910.0000000,111950.0000000,528
SPFB.RTS-12.18,1,17/12/18,14:36,111950.0000000,111990.0000000,111940.0000000,111970.0000000,183
SPFB.RTS-12.18,1,17/12/18,14:37,111980.0000000,111990.0000000,111950.0000000,111960.0000000,375
SPFB.RTS-12.18,1,17/12/18,14:38,111950.0000000,111960.0000000,111920.0000000,111940.0000000,201
SPFB.RTS-12.18,1,17/12/18,14:39,111940.0000000,112000.0000000,111930.0000000,111990.0000000,343
SPFB.RTS-12.18,1,17/12/18,14:40,111990.0000000,111990.0000000,111910.0000000,111910.0000000,552
SPFB.RTS-12.18,1,17/12/18,14:41,111920.0000000,112000.0000000,111910.0000000,111990.0000000,350
SPFB.RTS-12.18,1,17/12/18,14:42,111990.0000000,112010.0000000,111950.0000000,111960.0000000,312
SPFB.RTS-12.18,1,17/12/18,14:43,111960.0000000,111990.0000000,111950.0000000,111970.0000000,143
SPFB.RTS-12.18,1,17/12/18,14:44,111960.0000000,111970.0000000,111860.0000000,111860.0000000,695
SPFB.RTS-12.18,1,17/12/18,14:45,111870.0000000,111960.0000000,111870.0000000,111940.0000000,390
SPFB.RTS-12.18,1,17/12/18,14:46,111940.0000000,111980.0000000,111930.0000000,111970.0000000,321
SPFB.RTS-12.18,1,17/12/18,14:47,111980.0000000,111990.0000000,111970.0000000,111970.0000000,187
SPFB.RTS-12.18,1,17/12/18,14:48,111970.0000000,111990.0000000,111960.0000000,111960.0000000,139
SPFB.RTS-12.18,1,17/12/18,14:49,111980.0000000,112050.0000000,111970.0000000,112010.0000000,1026
SPFB.RTS-12.18,1,17/12/18,14:50,112010.0000000,112050.0000000,112010.0000000,112030.0000000,444
SPFB.RTS-12.18,1,17/12/18,14:51,112030.0000000,112060.0000000,112010.0000000,112020.0000000,360
SPFB.RTS-12.18,1,17/12/18,14:52,112020.0000000,112030.0000000,112010.0000000,112010.0000000,131
SPFB.RTS-12.18,1,17/12/18,14:53,112020.0000000,112030.0000000,111990.0000000,111990.0000000,258
SPFB.RTS-12.18,1,17/12/18,14:54,112000.0000000,112030.0000000,111980.0000000,112020.0000000,175
SPFB.RTS-12.18,1,17/12/18,14:55,112030.0000000,112040.0000000,111980.0000000,111990.0000000,130
SPFB.RTS-12.18,1,17/12/18,14:56,112000.0000000,112060.0000000,111990.0000000,112040.0000000,294
SPFB.RTS-12.18,1,17/12/18,14:57,112040.0000000,112060.0000000,112020.0000000,112040.0000000,170
SPFB.RTS-12.18,1,17/12/18,14:58,112040.0000000,112060.0000000,112020.0000000,112030.0000000,207
SPFB.RTS-12.18,1,17/12/18,14:59,112030.0000000,112150.0000000,112030.0000000,112140.0000000,1573
SPFB.RTS-12.18,1,17/12/18,15:00,112140.0000000,112140.0000000,112050.0000000,112070.0000000,479
SPFB.RTS-12.18,1,17/12/18,15:01,112080.0000000,112120.0000000,112070.0000000,112090.0000000,358
SPFB.RTS-12.18,1,17/12/18,15:02,112100.0000000,112160.0000000,112080.0000000,112140.0000000,807
SPFB.RTS-12.18,1,17/12/18,15:03,112140.0000000,112170.0000000,112090.0000000,112100.0000000,522
SPFB.RTS-12.18,1,17/12/18,15:04,112110.0000000,112130.0000000,112100.0000000,112120.0000000,163
SPFB.RTS-12.18,1,17/12/18,15:05,112110.0000000,112150.0000000,112110.0000000,112140.0000000,122
SPFB.RTS-12.18,1,17/12/18,15:06,112140.0000000,112140.0000000,112100.0000000,112100.0000000,162
SPFB.RTS-12.18,1,17/12/18,15:07,112100.0000000,112110.0000000,112030.0000000,112030.0000000,406
SPFB.RTS-12.18,1,17/12/18,15:08,112040.0000000,112110.0000000,112030.0000000,112090.0000000,420
SPFB.RTS-12.18,1,17/12/18,15:09,112100.0000000,112100.0000000,112070.0000000,112090.0000000,87
SPFB.RTS-12.18,1,17/12/18,15:10,112090.0000000,112090.0000000,112020.0000000,112020.0000000,246
SPFB.RTS-12.18,1,17/12/18,15:11,112020.0000000,112080.0000000,112020.0000000,112070.0000000,227
SPFB.RTS-12.18,1,17/12/18,15:12,112070.0000000,112120.0000000,112060.0000000,112090.0000000,451
SPFB.RTS-12.18,1,17/12/18,15:13,112080.0000000,112130.0000000,112080.0000000,112100.0000000,124
SPFB.RTS-12.18,1,17/12/18,15:14,112090.0000000,112120.0000000,112060.0000000,112070.0000000,220
SPFB.RTS-12.18,1,17/12/18,15:15,112080.0000000,112100.0000000,112040.0000000,112080.0000000,142
SPFB.RTS-12.18,1,17/12/18,15:16,112060.0000000,112120.0000000,112060.0000000,112060.0000000,291
SPFB.RTS-12.18,1,17/12/18,15:17,112060.0000000,112100.0000000,112050.0000000,112070.0000000,146
SPFB.RTS-12.18,1,17/12/18,15:18,112090.0000000,112100.0000000,112050.0000000,112060.0000000,257
SPFB.RTS-12.18,1,17/12/18,15:19,112060.0000000,112080.0000000,112030.0000000,112040.0000000,231
SPFB.RTS-12.18,1,17/12/18,15:20,112040.0000000,112060.0000000,111930.0000000,111940.0000000,952
SPFB.RTS-12.18,1,17/12/18,15:21,111950.0000000,111990.0000000,111940.0000000,111970.0000000,688
SPFB.RTS-12.18,1,17/12/18,15:22,111970.0000000,111990.0000000,111940.0000000,111950.0000000,277
SPFB.RTS-12.18,1,17/12/18,15:23,111950.0000000,111980.0000000,111940.0000000,111960.0000000,203
SPFB.RTS-12.18,1,17/12/18,15:24,111950.0000000,111990.0000000,111950.0000000,111970.0000000,99
SPFB.RTS-12.18,1,17/12/18,15:25,111960.0000000,111970.0000000,111930.0000000,111950.0000000,218
SPFB.RTS-12.18,1,17/12/18,15:26,111950.0000000,112020.0000000,111940.0000000,112020.0000000,404
SPFB.RTS-12.18,1,17/12/18,15:27,112010.0000000,112040.0000000,112000.0000000,112010.0000000,447
SPFB.RTS-12.18,1,17/12/18,15:28,112010.0000000,112020.0000000,111990.0000000,112010.0000000,178
SPFB.RTS-12.18,1,17/12/18,15:29,112010.0000000,112070.0000000,112010.0000000,112060.0000000,307
SPFB.RTS-12.18,1,17/12/18,15:30,112060.0000000,112060.0000000,112030.0000000,112040.0000000,366
SPFB.RTS-12.18,1,17/12/18,15:31,112030.0000000,112050.0000000,112020.0000000,112040.0000000,138
SPFB.RTS-12.18,1,17/12/18,15:32,112040.0000000,112060.0000000,112030.0000000,112030.0000000,66
SPFB.RTS-12.18,1,17/12/18,15:33,112040.0000000,112050.0000000,112020.0000000,112040.0000000,126
SPFB.RTS-12.18,1,17/12/18,15:34,112040.0000000,112070.0000000,112030.0000000,112060.0000000,289
SPFB.RTS-12.18,1,17/12/18,15:35,112060.0000000,112070.0000000,112040.0000000,112050.0000000,206
SPFB.RTS-12.18,1,17/12/18,15:36,112060.0000000,112070.0000000,112020.0000000,112020.0000000,211
SPFB.RTS-12.18,1,17/12/18,15:37,112030.0000000,112040.0000000,112010.0000000,112030.0000000,184
SPFB.RTS-12.18,1,17/12/18,15:38,112040.0000000,112040.0000000,112000.0000000,112020.0000000,178
SPFB.RTS-12.18,1,17/12/18,15:39,112030.0000000,112050.0000000,112020.0000000,112040.0000000,121
SPFB.RTS-12.18,1,17/12/18,15:40,112040.0000000,112050.0000000,112020.0000000,112040.0000000,122
SPFB.RTS-12.18,1,17/12/18,15:41,112030.0000000,112050.0000000,112030.0000000,112050.0000000,175
SPFB.RTS-12.18,1,17/12/18,15:42,112050.0000000,112080.0000000,112050.0000000,112080.0000000,223
SPFB.RTS-12.18,1,17/12/18,15:43,112080.0000000,112120.0000000,112060.0000000,112080.0000000,639
SPFB.RTS-12.18,1,17/12/18,15:44,112090.0000000,112100.0000000,112060.0000000,112060.0000000,317
SPFB.RTS-12.18,1,17/12/18,15:45,112060.0000000,112090.0000000,112040.0000000,112040.0000000,251
SPFB.RTS-12.18,1,17/12/18,15:46,112050.0000000,112090.0000000,112030.0000000,112040.0000000,388
SPFB.RTS-12.18,1,17/12/18,15:47,112050.0000000,112070.0000000,112050.0000000,112060.0000000,69
SPFB.RTS-12.18,1,17/12/18,15:48,112060.0000000,112070.0000000,112040.0000000,112040.0000000,77
SPFB.RTS-12.18,1,17/12/18,15:49,112060.0000000,112070.0000000,112030.0000000,112060.0000000,113
SPFB.RTS-12.18,1,17/12/18,15:50,112070.0000000,112090.0000000,112050.0000000,112090.0000000,197
SPFB.RTS-12.18,1,17/12/18,15:51,112090.0000000,112110.0000000,112080.0000000,112110.0000000,259
SPFB.RTS-12.18,1,17/12/18,15:52,112110.0000000,112120.0000000,112100.0000000,112100.0000000,300
SPFB.RTS-12.18,1,17/12/18,15:53,112090.0000000,112200.0000000,112090.0000000,112190.0000000,969
SPFB.RTS-12.18,1,17/12/18,15:54,112190.0000000,112220.0000000,112170.0000000,112180.0000000,1389
SPFB.RTS-12.18,1,17/12/18,15:55,112190.0000000,112200.0000000,112150.0000000,112150.0000000,299
SPFB.RTS-12.18,1,17/12/18,15:56,112160.0000000,112230.0000000,112150.0000000,112200.0000000,1001
SPFB.RTS-12.18,1,17/12/18,15:57,112200.0000000,112230.0000000,112190.0000000,112210.0000000,665
SPFB.RTS-12.18,1,17/12/18,15:58,112220.0000000,112230.0000000,112140.0000000,112140.0000000,937
SPFB.RTS-12.18,1,17/12/18,15:59,112140.0000000,112190.0000000,112140.0000000,112140.0000000,613
SPFB.RTS-12.18,1,17/12/18,16:00,112140.0000000,112160.0000000,112120.0000000,112140.0000000,916
SPFB.RTS-12.18,1,17/12/18,16:01,112150.0000000,112180.0000000,112120.0000000,112150.0000000,852
SPFB.RTS-12.18,1,17/12/18,16:02,112160.0000000,112180.0000000,112130.0000000,112130.0000000,342
SPFB.RTS-12.18,1,17/12/18,16:03,112140.0000000,112140.0000000,112120.0000000,112130.0000000,230
SPFB.RTS-12.18,1,17/12/18,16:04,112130.0000000,112140.0000000,112120.0000000,112130.0000000,97
SPFB.RTS-12.18,1,17/12/18,16:05,112120.0000000,112150.0000000,112120.0000000,112130.0000000,144
SPFB.RTS-12.18,1,17/12/18,16:06,112120.0000000,112140.0000000,112110.0000000,112130.0000000,151
SPFB.RTS-12.18,1,17/12/18,16:07,112130.0000000,112130.0000000,112070.0000000,112110.0000000,550
SPFB.RTS-12.18,1,17/12/18,16:08,112100.0000000,112100.0000000,112060.0000000,112080.0000000,298
SPFB.RTS-12.18,1,17/12/18,16:09,112080.0000000,112100.0000000,112070.0000000,112090.0000000,199
SPFB.RTS-12.18,1,17/12/18,16:10,112090.0000000,112090.0000000,112060.0000000,112070.0000000,167
SPFB.RTS-12.18,1,17/12/18,16:11,112080.0000000,112080.0000000,112050.0000000,112050.0000000,200
SPFB.RTS-12.18,1,17/12/18,16:12,112050.0000000,112080.0000000,112050.0000000,112060.0000000,203
SPFB.RTS-12.18,1,17/12/18,16:13,112060.0000000,112080.0000000,112060.0000000,112060.0000000,81
SPFB.RTS-12.18,1,17/12/18,16:14,112050.0000000,112070.0000000,112040.0000000,112050.0000000,97
SPFB.RTS-12.18,1,17/12/18,16:15,112060.0000000,112070.0000000,112040.0000000,112060.0000000,105
SPFB.RTS-12.18,1,17/12/18,16:16,112060.0000000,112090.0000000,112060.0000000,112090.0000000,110
