<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,17/10/18,11:51,116750.0000000,116750.0000000,116690.0000000,116690.0000000,95
SPFB.RTS-12.18,1,17/10/18,11:52,116690.0000000,116700.0000000,116660.0000000,116660.0000000,159
SPFB.RTS-12.18,1,17/10/18,11:53,116650.0000000,116680.0000000,116650.0000000,116680.0000000,163
SPFB.RTS-12.18,1,17/10/18,11:54,116670.0000000,116680.0000000,116650.0000000,116670.0000000,43
SPFB.RTS-12.18,1,17/10/18,11:55,116680.0000000,116710.0000000,116640.0000000,116640.0000000,199
SPFB.RTS-12.18,1,17/10/18,11:56,116640.0000000,116680.0000000,116630.0000000,116640.0000000,175
SPFB.RTS-12.18,1,17/10/18,11:57,116640.0000000,116650.0000000,116620.0000000,116630.0000000,203
SPFB.RTS-12.18,1,17/10/18,11:58,116620.0000000,116640.0000000,116610.0000000,116620.0000000,177
SPFB.RTS-12.18,1,17/10/18,11:59,116610.0000000,116660.0000000,116610.0000000,116650.0000000,213
SPFB.RTS-12.18,1,17/10/18,12:00,116660.0000000,116680.0000000,116640.0000000,116670.0000000,241
SPFB.RTS-12.18,1,17/10/18,12:01,116670.0000000,116690.0000000,116620.0000000,116680.0000000,305
SPFB.RTS-12.18,1,17/10/18,12:02,116680.0000000,116700.0000000,116670.0000000,116690.0000000,105
SPFB.RTS-12.18,1,17/10/18,12:03,116680.0000000,116700.0000000,116670.0000000,116700.0000000,234
SPFB.RTS-12.18,1,17/10/18,12:04,116690.0000000,116700.0000000,116600.0000000,116600.0000000,579
SPFB.RTS-12.18,1,17/10/18,12:05,116610.0000000,116620.0000000,116570.0000000,116610.0000000,400
SPFB.RTS-12.18,1,17/10/18,12:06,116600.0000000,116620.0000000,116580.0000000,116580.0000000,215
SPFB.RTS-12.18,1,17/10/18,12:07,116570.0000000,116630.0000000,116550.0000000,116610.0000000,853
SPFB.RTS-12.18,1,17/10/18,12:08,116610.0000000,116630.0000000,116580.0000000,116610.0000000,320
SPFB.RTS-12.18,1,17/10/18,12:09,116620.0000000,116630.0000000,116600.0000000,116620.0000000,143
SPFB.RTS-12.18,1,17/10/18,12:10,116610.0000000,116620.0000000,116580.0000000,116590.0000000,142
SPFB.RTS-12.18,1,17/10/18,12:11,116600.0000000,116630.0000000,116570.0000000,116600.0000000,361
SPFB.RTS-12.18,1,17/10/18,12:12,116610.0000000,116610.0000000,116530.0000000,116580.0000000,864
SPFB.RTS-12.18,1,17/10/18,12:13,116570.0000000,116590.0000000,116530.0000000,116580.0000000,571
SPFB.RTS-12.18,1,17/10/18,12:14,116570.0000000,116580.0000000,116500.0000000,116510.0000000,1352
SPFB.RTS-12.18,1,17/10/18,12:15,116520.0000000,116600.0000000,116500.0000000,116550.0000000,1010
SPFB.RTS-12.18,1,17/10/18,12:16,116560.0000000,116560.0000000,116460.0000000,116470.0000000,1288
SPFB.RTS-12.18,1,17/10/18,12:17,116470.0000000,116560.0000000,116470.0000000,116550.0000000,701
SPFB.RTS-12.18,1,17/10/18,12:18,116560.0000000,116570.0000000,116520.0000000,116530.0000000,409
SPFB.RTS-12.18,1,17/10/18,12:19,116530.0000000,116580.0000000,116520.0000000,116550.0000000,278
SPFB.RTS-12.18,1,17/10/18,12:20,116560.0000000,116590.0000000,116530.0000000,116580.0000000,445
SPFB.RTS-12.18,1,17/10/18,12:21,116580.0000000,116620.0000000,116560.0000000,116610.0000000,940
SPFB.RTS-12.18,1,17/10/18,12:22,116610.0000000,116660.0000000,116580.0000000,116630.0000000,902
SPFB.RTS-12.18,1,17/10/18,12:23,116630.0000000,116700.0000000,116600.0000000,116610.0000000,743
SPFB.RTS-12.18,1,17/10/18,12:24,116600.0000000,116640.0000000,116590.0000000,116590.0000000,330
SPFB.RTS-12.18,1,17/10/18,12:25,116590.0000000,116620.0000000,116560.0000000,116580.0000000,256
SPFB.RTS-12.18,1,17/10/18,12:26,116590.0000000,116590.0000000,116500.0000000,116510.0000000,625
SPFB.RTS-12.18,1,17/10/18,12:27,116510.0000000,116520.0000000,116410.0000000,116460.0000000,1937
SPFB.RTS-12.18,1,17/10/18,12:28,116450.0000000,116500.0000000,116440.0000000,116480.0000000,383
SPFB.RTS-12.18,1,17/10/18,12:29,116480.0000000,116510.0000000,116410.0000000,116430.0000000,632
SPFB.RTS-12.18,1,17/10/18,12:30,116440.0000000,116450.0000000,116350.0000000,116400.0000000,1160
SPFB.RTS-12.18,1,17/10/18,12:31,116400.0000000,116480.0000000,116370.0000000,116410.0000000,1187
SPFB.RTS-12.18,1,17/10/18,12:32,116430.0000000,116450.0000000,116360.0000000,116360.0000000,670
SPFB.RTS-12.18,1,17/10/18,12:33,116360.0000000,116440.0000000,116360.0000000,116430.0000000,625
SPFB.RTS-12.18,1,17/10/18,12:34,116440.0000000,116460.0000000,116390.0000000,116390.0000000,443
SPFB.RTS-12.18,1,17/10/18,12:35,116390.0000000,116450.0000000,116380.0000000,116420.0000000,186
SPFB.RTS-12.18,1,17/10/18,12:36,116410.0000000,116410.0000000,116360.0000000,116390.0000000,216
SPFB.RTS-12.18,1,17/10/18,12:37,116380.0000000,116450.0000000,116380.0000000,116450.0000000,234
SPFB.RTS-12.18,1,17/10/18,12:38,116440.0000000,116460.0000000,116410.0000000,116440.0000000,385
SPFB.RTS-12.18,1,17/10/18,12:39,116430.0000000,116450.0000000,116420.0000000,116420.0000000,182
SPFB.RTS-12.18,1,17/10/18,12:40,116440.0000000,116440.0000000,116340.0000000,116350.0000000,719
SPFB.RTS-12.18,1,17/10/18,12:41,116350.0000000,116380.0000000,116300.0000000,116370.0000000,1123
SPFB.RTS-12.18,1,17/10/18,12:42,116370.0000000,116380.0000000,116320.0000000,116330.0000000,245
SPFB.RTS-12.18,1,17/10/18,12:43,116330.0000000,116380.0000000,116310.0000000,116360.0000000,137
SPFB.RTS-12.18,1,17/10/18,12:44,116360.0000000,116370.0000000,116330.0000000,116340.0000000,159
SPFB.RTS-12.18,1,17/10/18,12:45,116350.0000000,116410.0000000,116330.0000000,116400.0000000,388
SPFB.RTS-12.18,1,17/10/18,12:46,116400.0000000,116430.0000000,116370.0000000,116380.0000000,332
SPFB.RTS-12.18,1,17/10/18,12:47,116370.0000000,116370.0000000,116310.0000000,116310.0000000,426
SPFB.RTS-12.18,1,17/10/18,12:48,116310.0000000,116350.0000000,116270.0000000,116310.0000000,675
SPFB.RTS-12.18,1,17/10/18,12:49,116310.0000000,116310.0000000,116240.0000000,116260.0000000,943
SPFB.RTS-12.18,1,17/10/18,12:50,116260.0000000,116300.0000000,116250.0000000,116270.0000000,694
SPFB.RTS-12.18,1,17/10/18,12:51,116270.0000000,116300.0000000,116260.0000000,116300.0000000,476
SPFB.RTS-12.18,1,17/10/18,12:52,116300.0000000,116330.0000000,116250.0000000,116260.0000000,480
SPFB.RTS-12.18,1,17/10/18,12:53,116260.0000000,116310.0000000,116240.0000000,116290.0000000,353
SPFB.RTS-12.18,1,17/10/18,12:54,116280.0000000,116290.0000000,116230.0000000,116280.0000000,414
SPFB.RTS-12.18,1,17/10/18,12:55,116270.0000000,116310.0000000,116260.0000000,116310.0000000,196
SPFB.RTS-12.18,1,17/10/18,12:56,116310.0000000,116320.0000000,116270.0000000,116320.0000000,417
SPFB.RTS-12.18,1,17/10/18,12:57,116320.0000000,116360.0000000,116300.0000000,116360.0000000,460
SPFB.RTS-12.18,1,17/10/18,12:58,116360.0000000,116390.0000000,116290.0000000,116290.0000000,533
SPFB.RTS-12.18,1,17/10/18,12:59,116300.0000000,116300.0000000,116240.0000000,116250.0000000,497
SPFB.RTS-12.18,1,17/10/18,13:00,116250.0000000,116280.0000000,116150.0000000,116160.0000000,1317
SPFB.RTS-12.18,1,17/10/18,13:01,116160.0000000,116200.0000000,116130.0000000,116190.0000000,1712
SPFB.RTS-12.18,1,17/10/18,13:02,116190.0000000,116260.0000000,116170.0000000,116250.0000000,919
SPFB.RTS-12.18,1,17/10/18,13:03,116230.0000000,116250.0000000,116200.0000000,116250.0000000,560
SPFB.RTS-12.18,1,17/10/18,13:04,116250.0000000,116270.0000000,116220.0000000,116250.0000000,590
SPFB.RTS-12.18,1,17/10/18,13:05,116250.0000000,116300.0000000,116240.0000000,116280.0000000,610
SPFB.RTS-12.18,1,17/10/18,13:06,116280.0000000,116280.0000000,116180.0000000,116190.0000000,678
SPFB.RTS-12.18,1,17/10/18,13:07,116210.0000000,116220.0000000,116160.0000000,116190.0000000,479
SPFB.RTS-12.18,1,17/10/18,13:08,116190.0000000,116210.0000000,116180.0000000,116180.0000000,171
SPFB.RTS-12.18,1,17/10/18,13:09,116210.0000000,116220.0000000,116170.0000000,116220.0000000,218
SPFB.RTS-12.18,1,17/10/18,13:10,116210.0000000,116250.0000000,116210.0000000,116240.0000000,339
SPFB.RTS-12.18,1,17/10/18,13:11,116240.0000000,116300.0000000,116220.0000000,116290.0000000,517
SPFB.RTS-12.18,1,17/10/18,13:12,116280.0000000,116310.0000000,116270.0000000,116300.0000000,567
SPFB.RTS-12.18,1,17/10/18,13:13,116290.0000000,116300.0000000,116250.0000000,116290.0000000,240
SPFB.RTS-12.18,1,17/10/18,13:14,116290.0000000,116300.0000000,116260.0000000,116260.0000000,219
SPFB.RTS-12.18,1,17/10/18,13:15,116260.0000000,116290.0000000,116250.0000000,116280.0000000,112
SPFB.RTS-12.18,1,17/10/18,13:16,116280.0000000,116280.0000000,116240.0000000,116250.0000000,302
SPFB.RTS-12.18,1,17/10/18,13:17,116250.0000000,116260.0000000,116230.0000000,116240.0000000,256
SPFB.RTS-12.18,1,17/10/18,13:18,116240.0000000,116240.0000000,116190.0000000,116210.0000000,828
SPFB.RTS-12.18,1,17/10/18,13:19,116210.0000000,116260.0000000,116200.0000000,116250.0000000,539
SPFB.RTS-12.18,1,17/10/18,13:20,116250.0000000,116250.0000000,116140.0000000,116180.0000000,597
SPFB.RTS-12.18,1,17/10/18,13:21,116180.0000000,116200.0000000,116140.0000000,116190.0000000,274
SPFB.RTS-12.18,1,17/10/18,13:22,116190.0000000,116200.0000000,116150.0000000,116200.0000000,165
SPFB.RTS-12.18,1,17/10/18,13:23,116190.0000000,116210.0000000,116140.0000000,116160.0000000,410
SPFB.RTS-12.18,1,17/10/18,13:24,116160.0000000,116170.0000000,116110.0000000,116130.0000000,716
SPFB.RTS-12.18,1,17/10/18,13:25,116140.0000000,116200.0000000,116130.0000000,116160.0000000,291
SPFB.RTS-12.18,1,17/10/18,13:26,116160.0000000,116200.0000000,116130.0000000,116200.0000000,319
SPFB.RTS-12.18,1,17/10/18,13:27,116200.0000000,116220.0000000,116180.0000000,116190.0000000,198
SPFB.RTS-12.18,1,17/10/18,13:28,116180.0000000,116200.0000000,116150.0000000,116200.0000000,289
SPFB.RTS-12.18,1,17/10/18,13:29,116210.0000000,116280.0000000,116180.0000000,116270.0000000,834
SPFB.RTS-12.18,1,17/10/18,13:30,116270.0000000,116330.0000000,116250.0000000,116270.0000000,798
SPFB.RTS-12.18,1,17/10/18,13:31,116270.0000000,116300.0000000,116270.0000000,116280.0000000,349
SPFB.RTS-12.18,1,17/10/18,13:32,116290.0000000,116300.0000000,116260.0000000,116270.0000000,320
SPFB.RTS-12.18,1,17/10/18,13:33,116280.0000000,116280.0000000,116230.0000000,116260.0000000,211
SPFB.RTS-12.18,1,17/10/18,13:34,116270.0000000,116270.0000000,116250.0000000,116250.0000000,38
SPFB.RTS-12.18,1,17/10/18,13:35,116250.0000000,116280.0000000,116240.0000000,116260.0000000,167
SPFB.RTS-12.18,1,17/10/18,13:36,116260.0000000,116260.0000000,116200.0000000,116200.0000000,196
SPFB.RTS-12.18,1,17/10/18,13:37,116210.0000000,116210.0000000,116160.0000000,116170.0000000,304
SPFB.RTS-12.18,1,17/10/18,13:38,116160.0000000,116190.0000000,116130.0000000,116140.0000000,264
SPFB.RTS-12.18,1,17/10/18,13:39,116130.0000000,116150.0000000,116100.0000000,116150.0000000,705
SPFB.RTS-12.18,1,17/10/18,13:40,116160.0000000,116190.0000000,116120.0000000,116180.0000000,238
SPFB.RTS-12.18,1,17/10/18,13:41,116190.0000000,116240.0000000,116190.0000000,116230.0000000,335
SPFB.RTS-12.18,1,17/10/18,13:42,116230.0000000,116230.0000000,116200.0000000,116220.0000000,116
SPFB.RTS-12.18,1,17/10/18,13:43,116220.0000000,116270.0000000,116210.0000000,116250.0000000,391
SPFB.RTS-12.18,1,17/10/18,13:44,116240.0000000,116250.0000000,116180.0000000,116200.0000000,168
SPFB.RTS-12.18,1,17/10/18,13:45,116200.0000000,116210.0000000,116160.0000000,116180.0000000,259
SPFB.RTS-12.18,1,17/10/18,13:46,116180.0000000,116230.0000000,116160.0000000,116220.0000000,417
SPFB.RTS-12.18,1,17/10/18,13:47,116220.0000000,116240.0000000,116200.0000000,116230.0000000,182
SPFB.RTS-12.18,1,17/10/18,13:48,116230.0000000,116290.0000000,116220.0000000,116280.0000000,494
SPFB.RTS-12.18,1,17/10/18,13:49,116280.0000000,116330.0000000,116280.0000000,116320.0000000,510
SPFB.RTS-12.18,1,17/10/18,13:50,116330.0000000,116370.0000000,116310.0000000,116340.0000000,526
SPFB.RTS-12.18,1,17/10/18,13:51,116340.0000000,116350.0000000,116300.0000000,116320.0000000,533
SPFB.RTS-12.18,1,17/10/18,13:52,116330.0000000,116340.0000000,116300.0000000,116300.0000000,259
SPFB.RTS-12.18,1,17/10/18,13:53,116310.0000000,116320.0000000,116260.0000000,116270.0000000,304
SPFB.RTS-12.18,1,17/10/18,13:54,116280.0000000,116280.0000000,116220.0000000,116230.0000000,380
SPFB.RTS-12.18,1,17/10/18,13:55,116220.0000000,116230.0000000,116180.0000000,116190.0000000,350
SPFB.RTS-12.18,1,17/10/18,13:56,116180.0000000,116180.0000000,116140.0000000,116170.0000000,516
SPFB.RTS-12.18,1,17/10/18,13:57,116190.0000000,116240.0000000,116170.0000000,116230.0000000,353
SPFB.RTS-12.18,1,17/10/18,13:58,116230.0000000,116240.0000000,116140.0000000,116170.0000000,647
SPFB.RTS-12.18,1,17/10/18,13:59,116170.0000000,116170.0000000,116120.0000000,116120.0000000,165
SPFB.RTS-12.18,1,17/10/18,14:00,116120.0000000,116120.0000000,115880.0000000,115890.0000000,3589
SPFB.RTS-12.18,1,17/10/18,14:06,115890.0000000,116010.0000000,115870.0000000,116010.0000000,2700
SPFB.RTS-12.18,1,17/10/18,14:07,116000.0000000,116020.0000000,115940.0000000,115970.0000000,780
SPFB.RTS-12.18,1,17/10/18,14:08,115970.0000000,116020.0000000,115950.0000000,115970.0000000,353
SPFB.RTS-12.18,1,17/10/18,14:09,115970.0000000,115990.0000000,115960.0000000,115970.0000000,301
SPFB.RTS-12.18,1,17/10/18,14:10,115980.0000000,115980.0000000,115920.0000000,115960.0000000,445
SPFB.RTS-12.18,1,17/10/18,14:11,115960.0000000,116040.0000000,115950.0000000,116020.0000000,1388
SPFB.RTS-12.18,1,17/10/18,14:12,116010.0000000,116040.0000000,115970.0000000,116020.0000000,499
SPFB.RTS-12.18,1,17/10/18,14:13,116010.0000000,116070.0000000,116000.0000000,116050.0000000,733
SPFB.RTS-12.18,1,17/10/18,14:14,116060.0000000,116100.0000000,116050.0000000,116080.0000000,612
SPFB.RTS-12.18,1,17/10/18,14:15,116070.0000000,116100.0000000,116050.0000000,116060.0000000,585
SPFB.RTS-12.18,1,17/10/18,14:16,116060.0000000,116070.0000000,116010.0000000,116050.0000000,347
SPFB.RTS-12.18,1,17/10/18,14:17,116030.0000000,116050.0000000,116000.0000000,116040.0000000,246
SPFB.RTS-12.18,1,17/10/18,14:18,116020.0000000,116090.0000000,116020.0000000,116040.0000000,335
SPFB.RTS-12.18,1,17/10/18,14:19,116060.0000000,116060.0000000,116030.0000000,116050.0000000,182
SPFB.RTS-12.18,1,17/10/18,14:20,116050.0000000,116070.0000000,116000.0000000,116000.0000000,250
SPFB.RTS-12.18,1,17/10/18,14:21,115990.0000000,116000.0000000,115910.0000000,115930.0000000,610
SPFB.RTS-12.18,1,17/10/18,14:22,115940.0000000,115950.0000000,115900.0000000,115910.0000000,344
SPFB.RTS-12.18,1,17/10/18,14:23,115910.0000000,115930.0000000,115880.0000000,115900.0000000,493
SPFB.RTS-12.18,1,17/10/18,14:24,115900.0000000,115980.0000000,115880.0000000,115980.0000000,492
SPFB.RTS-12.18,1,17/10/18,14:25,115970.0000000,116050.0000000,115950.0000000,116020.0000000,1098
SPFB.RTS-12.18,1,17/10/18,14:26,116010.0000000,116010.0000000,115950.0000000,115950.0000000,319
SPFB.RTS-12.18,1,17/10/18,14:27,115960.0000000,116000.0000000,115940.0000000,116000.0000000,316
SPFB.RTS-12.18,1,17/10/18,14:28,115990.0000000,116050.0000000,115990.0000000,116020.0000000,509
SPFB.RTS-12.18,1,17/10/18,14:29,116030.0000000,116040.0000000,115990.0000000,116010.0000000,162
SPFB.RTS-12.18,1,17/10/18,14:30,116010.0000000,116030.0000000,115950.0000000,115950.0000000,286
SPFB.RTS-12.18,1,17/10/18,14:31,115950.0000000,115970.0000000,115890.0000000,115930.0000000,410
SPFB.RTS-12.18,1,17/10/18,14:32,115940.0000000,116020.0000000,115930.0000000,116010.0000000,754
SPFB.RTS-12.18,1,17/10/18,14:33,116010.0000000,116030.0000000,115940.0000000,115960.0000000,319
SPFB.RTS-12.18,1,17/10/18,14:34,115970.0000000,115990.0000000,115900.0000000,115970.0000000,390
SPFB.RTS-12.18,1,17/10/18,14:35,115970.0000000,116000.0000000,115920.0000000,115920.0000000,292
SPFB.RTS-12.18,1,17/10/18,14:36,115940.0000000,116020.0000000,115920.0000000,116000.0000000,325
SPFB.RTS-12.18,1,17/10/18,14:37,116000.0000000,116020.0000000,115970.0000000,116010.0000000,268
SPFB.RTS-12.18,1,17/10/18,14:38,116010.0000000,116030.0000000,115980.0000000,115990.0000000,348
SPFB.RTS-12.18,1,17/10/18,14:39,116000.0000000,116020.0000000,115970.0000000,115970.0000000,354
SPFB.RTS-12.18,1,17/10/18,14:40,115970.0000000,115980.0000000,115820.0000000,115890.0000000,1296
SPFB.RTS-12.18,1,17/10/18,14:41,115880.0000000,115910.0000000,115870.0000000,115910.0000000,349
SPFB.RTS-12.18,1,17/10/18,14:42,115910.0000000,115910.0000000,115890.0000000,115900.0000000,113
SPFB.RTS-12.18,1,17/10/18,14:43,115890.0000000,115890.0000000,115800.0000000,115850.0000000,1617
SPFB.RTS-12.18,1,17/10/18,14:44,115830.0000000,115880.0000000,115830.0000000,115840.0000000,458
SPFB.RTS-12.18,1,17/10/18,14:45,115830.0000000,115890.0000000,115820.0000000,115870.0000000,283
SPFB.RTS-12.18,1,17/10/18,14:46,115870.0000000,115920.0000000,115840.0000000,115910.0000000,300
SPFB.RTS-12.18,1,17/10/18,14:47,115900.0000000,115920.0000000,115830.0000000,115830.0000000,162
SPFB.RTS-12.18,1,17/10/18,14:48,115840.0000000,115900.0000000,115830.0000000,115880.0000000,159
SPFB.RTS-12.18,1,17/10/18,14:49,115880.0000000,115890.0000000,115830.0000000,115840.0000000,173
SPFB.RTS-12.18,1,17/10/18,14:50,115840.0000000,115850.0000000,115820.0000000,115820.0000000,127
SPFB.RTS-12.18,1,17/10/18,14:51,115810.0000000,115820.0000000,115660.0000000,115660.0000000,3157
SPFB.RTS-12.18,1,17/10/18,14:52,115660.0000000,115680.0000000,115620.0000000,115660.0000000,1585
SPFB.RTS-12.18,1,17/10/18,14:53,115650.0000000,115660.0000000,115550.0000000,115570.0000000,1478
SPFB.RTS-12.18,1,17/10/18,14:54,115590.0000000,115650.0000000,115570.0000000,115590.0000000,1233
SPFB.RTS-12.18,1,17/10/18,14:55,115600.0000000,115700.0000000,115590.0000000,115670.0000000,1953
SPFB.RTS-12.18,1,17/10/18,14:56,115660.0000000,115670.0000000,115590.0000000,115620.0000000,649
SPFB.RTS-12.18,1,17/10/18,14:57,115610.0000000,115620.0000000,115560.0000000,115570.0000000,639
SPFB.RTS-12.18,1,17/10/18,14:58,115570.0000000,115590.0000000,115530.0000000,115570.0000000,1016
SPFB.RTS-12.18,1,17/10/18,14:59,115570.0000000,115620.0000000,115560.0000000,115580.0000000,820
SPFB.RTS-12.18,1,17/10/18,15:00,115570.0000000,115600.0000000,115540.0000000,115570.0000000,385
SPFB.RTS-12.18,1,17/10/18,15:01,115580.0000000,115600.0000000,115550.0000000,115590.0000000,828
SPFB.RTS-12.18,1,17/10/18,15:02,115590.0000000,115590.0000000,115560.0000000,115570.0000000,214
SPFB.RTS-12.18,1,17/10/18,15:03,115570.0000000,115580.0000000,115510.0000000,115560.0000000,1192
SPFB.RTS-12.18,1,17/10/18,15:04,115560.0000000,115580.0000000,115540.0000000,115580.0000000,400
SPFB.RTS-12.18,1,17/10/18,15:05,115580.0000000,115640.0000000,115560.0000000,115600.0000000,545
SPFB.RTS-12.18,1,17/10/18,15:06,115620.0000000,115670.0000000,115610.0000000,115670.0000000,890
SPFB.RTS-12.18,1,17/10/18,15:07,115670.0000000,115710.0000000,115660.0000000,115710.0000000,894
SPFB.RTS-12.18,1,17/10/18,15:08,115700.0000000,115710.0000000,115650.0000000,115670.0000000,536
SPFB.RTS-12.18,1,17/10/18,15:09,115670.0000000,115700.0000000,115620.0000000,115640.0000000,591
SPFB.RTS-12.18,1,17/10/18,15:10,115630.0000000,115640.0000000,115600.0000000,115620.0000000,221
SPFB.RTS-12.18,1,17/10/18,15:11,115620.0000000,115680.0000000,115610.0000000,115660.0000000,582
SPFB.RTS-12.18,1,17/10/18,15:12,115670.0000000,115690.0000000,115650.0000000,115650.0000000,250
SPFB.RTS-12.18,1,17/10/18,15:13,115650.0000000,115650.0000000,115550.0000000,115560.0000000,487
SPFB.RTS-12.18,1,17/10/18,15:14,115580.0000000,115580.0000000,115550.0000000,115570.0000000,238
SPFB.RTS-12.18,1,17/10/18,15:15,115570.0000000,115580.0000000,115550.0000000,115580.0000000,640
SPFB.RTS-12.18,1,17/10/18,15:16,115570.0000000,115570.0000000,115470.0000000,115500.0000000,1149
SPFB.RTS-12.18,1,17/10/18,15:17,115490.0000000,115500.0000000,115440.0000000,115470.0000000,799
SPFB.RTS-12.18,1,17/10/18,15:18,115450.0000000,115490.0000000,115440.0000000,115460.0000000,505
SPFB.RTS-12.18,1,17/10/18,15:19,115460.0000000,115520.0000000,115440.0000000,115520.0000000,355
SPFB.RTS-12.18,1,17/10/18,15:20,115520.0000000,115540.0000000,115490.0000000,115530.0000000,178
SPFB.RTS-12.18,1,17/10/18,15:21,115530.0000000,115530.0000000,115470.0000000,115470.0000000,327
SPFB.RTS-12.18,1,17/10/18,15:22,115460.0000000,115460.0000000,115370.0000000,115430.0000000,1513
SPFB.RTS-12.18,1,17/10/18,15:23,115430.0000000,115470.0000000,115430.0000000,115450.0000000,296
SPFB.RTS-12.18,1,17/10/18,15:24,115450.0000000,115460.0000000,115410.0000000,115440.0000000,299
SPFB.RTS-12.18,1,17/10/18,15:25,115450.0000000,115480.0000000,115440.0000000,115470.0000000,185
SPFB.RTS-12.18,1,17/10/18,15:26,115480.0000000,115510.0000000,115460.0000000,115470.0000000,618
SPFB.RTS-12.18,1,17/10/18,15:27,115460.0000000,115570.0000000,115450.0000000,115570.0000000,490
SPFB.RTS-12.18,1,17/10/18,15:28,115570.0000000,115590.0000000,115540.0000000,115580.0000000,488
SPFB.RTS-12.18,1,17/10/18,15:29,115570.0000000,115650.0000000,115570.0000000,115640.0000000,751
SPFB.RTS-12.18,1,17/10/18,15:30,115650.0000000,115660.0000000,115630.0000000,115660.0000000,394
SPFB.RTS-12.18,1,17/10/18,15:31,115650.0000000,115690.0000000,115600.0000000,115610.0000000,942
SPFB.RTS-12.18,1,17/10/18,15:32,115630.0000000,115630.0000000,115600.0000000,115610.0000000,284
SPFB.RTS-12.18,1,17/10/18,15:33,115610.0000000,115610.0000000,115550.0000000,115590.0000000,522
SPFB.RTS-12.18,1,17/10/18,15:34,115580.0000000,115590.0000000,115560.0000000,115590.0000000,353
SPFB.RTS-12.18,1,17/10/18,15:35,115580.0000000,115640.0000000,115580.0000000,115630.0000000,714
SPFB.RTS-12.18,1,17/10/18,15:36,115620.0000000,115630.0000000,115570.0000000,115580.0000000,341
SPFB.RTS-12.18,1,17/10/18,15:37,115580.0000000,115600.0000000,115560.0000000,115590.0000000,291
SPFB.RTS-12.18,1,17/10/18,15:38,115590.0000000,115590.0000000,115540.0000000,115580.0000000,524
SPFB.RTS-12.18,1,17/10/18,15:39,115600.0000000,115600.0000000,115560.0000000,115600.0000000,282
SPFB.RTS-12.18,1,17/10/18,15:40,115600.0000000,115620.0000000,115580.0000000,115620.0000000,268
SPFB.RTS-12.18,1,17/10/18,15:41,115600.0000000,115680.0000000,115590.0000000,115650.0000000,617
SPFB.RTS-12.18,1,17/10/18,15:42,115670.0000000,115710.0000000,115640.0000000,115710.0000000,980
SPFB.RTS-12.18,1,17/10/18,15:43,115710.0000000,115720.0000000,115660.0000000,115680.0000000,510
SPFB.RTS-12.18,1,17/10/18,15:44,115680.0000000,115700.0000000,115670.0000000,115680.0000000,224
SPFB.RTS-12.18,1,17/10/18,15:45,115690.0000000,115690.0000000,115610.0000000,115620.0000000,378
SPFB.RTS-12.18,1,17/10/18,15:46,115630.0000000,115650.0000000,115610.0000000,115630.0000000,210
SPFB.RTS-12.18,1,17/10/18,15:47,115630.0000000,115680.0000000,115630.0000000,115640.0000000,142
SPFB.RTS-12.18,1,17/10/18,15:48,115650.0000000,115690.0000000,115650.0000000,115660.0000000,282
SPFB.RTS-12.18,1,17/10/18,15:49,115650.0000000,115690.0000000,115640.0000000,115660.0000000,165
SPFB.RTS-12.18,1,17/10/18,15:50,115660.0000000,115710.0000000,115660.0000000,115680.0000000,278
SPFB.RTS-12.18,1,17/10/18,15:51,115680.0000000,115710.0000000,115650.0000000,115700.0000000,257
SPFB.RTS-12.18,1,17/10/18,15:52,115690.0000000,115690.0000000,115670.0000000,115690.0000000,186
SPFB.RTS-12.18,1,17/10/18,15:53,115690.0000000,115710.0000000,115650.0000000,115690.0000000,431
SPFB.RTS-12.18,1,17/10/18,15:54,115680.0000000,115710.0000000,115670.0000000,115700.0000000,196
SPFB.RTS-12.18,1,17/10/18,15:55,115700.0000000,115740.0000000,115690.0000000,115720.0000000,492
SPFB.RTS-12.18,1,17/10/18,15:56,115720.0000000,115800.0000000,115720.0000000,115760.0000000,1343
SPFB.RTS-12.18,1,17/10/18,15:57,115760.0000000,115820.0000000,115730.0000000,115800.0000000,661
SPFB.RTS-12.18,1,17/10/18,15:58,115800.0000000,115820.0000000,115780.0000000,115790.0000000,323
SPFB.RTS-12.18,1,17/10/18,15:59,115810.0000000,115810.0000000,115780.0000000,115780.0000000,120
SPFB.RTS-12.18,1,17/10/18,16:00,115770.0000000,115790.0000000,115730.0000000,115770.0000000,340
SPFB.RTS-12.18,1,17/10/18,16:01,115770.0000000,115810.0000000,115710.0000000,115750.0000000,649
SPFB.RTS-12.18,1,17/10/18,16:02,115760.0000000,115790.0000000,115740.0000000,115770.0000000,228
SPFB.RTS-12.18,1,17/10/18,16:03,115780.0000000,115800.0000000,115750.0000000,115750.0000000,222
SPFB.RTS-12.18,1,17/10/18,16:04,115760.0000000,115800.0000000,115730.0000000,115780.0000000,406
SPFB.RTS-12.18,1,17/10/18,16:05,115780.0000000,115800.0000000,115750.0000000,115770.0000000,160
SPFB.RTS-12.18,1,17/10/18,16:06,115760.0000000,115770.0000000,115710.0000000,115720.0000000,302
SPFB.RTS-12.18,1,17/10/18,16:07,115710.0000000,115730.0000000,115660.0000000,115670.0000000,665
SPFB.RTS-12.18,1,17/10/18,16:08,115670.0000000,115700.0000000,115660.0000000,115690.0000000,229
